Positive,Negative
38.9,0.0
45.800000000000004,0.0
36.6,0.0
44.800000000000004,0.0
0.0,5.3
23.7,0.0
53.7,0.0
16.3,2.7
14.899999999999999,0.0
24.5,0.0
24.2,0.0
13.100000000000001,7.3
20.8,0.0
57.99999999999999,0.0
24.2,0.0
34.599999999999994,0.0
43.7,0.0
18.8,8.7
23.1,0.0
37.9,0.0
49.3,0.0
24.8,6.6000000000000005
0.0,0.0
49.4,0.0
44.3,0.0
71.3,0.0
16.1,0.0
35.699999999999996,0.0
29.299999999999997,0.0
35.199999999999996,0.0
22.2,4.1000000000000005
30.7,1.7000000000000002
0.0,6.2
45.9,0.0
18.9,0.0
0.0,0.0
56.8,0.0
7.3999999999999995,5.2
49.6,0.0
11.799999999999999,5.4
34.8,0.0
14.399999999999999,0.0
37.2,6.4
18.7,1.7000000000000002
26.5,0.0
29.599999999999998,0.0
42.1,0.0
20.0,0.0
40.5,0.0
15.5,0.0
38.2,0.0
100.0,0.0
20.599999999999998,0.0
42.699999999999996,0.0
43.0,0.0
21.5,0.0
21.0,8.4
0.0,0.0
24.3,0.0
16.7,0.0
32.800000000000004,0.0
28.9,0.0
